femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,,incidentBeginDate,incidentEndDate,fipsCountyCode,placeCode,designatedArea,,,,,
DR-4738-GA,4738,GA,DR,2023-09-07T00:00:00.000Z,2023,Hurricane,HURRICANE IDALIA,,2023-08-30T00:00:00.000Z,2023-08-30T00:00:00.000Z,27,99027,Brooks (County),,,,,
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,,2020-08-17T00:00:00.000Z,,33,99033,Lake (County),,,,,
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,,2020-08-17T00:00:00.000Z,,55,99055,Napa (County),,,,,
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,,2020-08-17T00:00:00.000Z,,95,99095,Solano (County),,,,,
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,,2020-08-17T00:00:00.000Z,,97,99097,Sonoma (County),,,,,
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,,2020-08-17T00:00:00.000Z,,113,99113,Yolo (County),,,,,
FM-5330-WA,5330,WA,FM,2020-08-17T00:00:00.000Z,2020,Fire,NORTH BROWNSTOWN FIRE,,2020-08-16T00:00:00.000Z,2020-08-17T00:00:00.000Z,0,79995,Yakama Reservation,,,,,
FM-5330-WA,5330,WA,FM,2020-08-17T00:00:00.000Z,2020,Fire,NORTH BROWNSTOWN FIRE,,2020-08-16T00:00:00.000Z,2020-08-17T00:00:00.000Z,77,99077,Yakima (County),,,,,
FM-5328-NV,5328,NV,FM,2020-08-15T00:00:00.000Z,2020,Fire,LOYALTON FIRE,,2020-08-15T00:00:00.000Z,2020-08-26T00:00:00.000Z,31,99031,Washoe (County),,,,,
FM-5327-OR,5327,OR,FM,2020-08-13T00:00:00.000Z,2020,Fire,MOSIER CREEK FIRE,,2020-08-12T00:00:00.000Z,2020-08-19T00:00:00.000Z,65,99065,Wasco (County),,,,,
FM-5326-NV,5326,NV,FM,2020-08-03T00:00:00.000Z,2020,Fire,NORTH FIRE,,2020-08-02T00:00:00.000Z,2020-08-06T00:00:00.000Z,31,99031,Washoe (County),,,,,
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,0,49334,Morongo Indian Reservation,,,,,
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,65,99065,Riverside (County),,,,,
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,71,99071,San Bernardino (County),,,,,
FM-5324-MT,5324,MT,FM,2020-08-02T00:00:00.000Z,2020,Fire,FALLING STAR FIRE,,2020-08-02T00:00:00.000Z,2020-08-04T00:00:00.000Z,95,99095,Stillwater (County),,,,,
FM-5324-MT,5324,MT,FM,2020-08-02T00:00:00.000Z,2020,Fire,FALLING STAR FIRE,,2020-08-02T00:00:00.000Z,2020-08-04T00:00:00.000Z,111,99111,Yellowstone (County),,,,,
FM-5323-WA,5323,WA,FM,2020-07-28T00:00:00.000Z,2020,Fire,ANGLIN FIRE,,2020-07-27T00:00:00.000Z,2020-08-01T00:00:00.000Z,47,99047,Okanogan (County),,,,,
FM-5322-NV,5322,NV,FM,2020-07-21T00:00:00.000Z,2020,Fire,ROCKFARM FIRE,,2020-07-21T00:00:00.000Z,2020-07-23T00:00:00.000Z,31,99031,Washoe (County),,,,,
FM-5321-UT,5321,UT,FM,2020-07-13T00:00:00.000Z,2020,Fire,VEYO WEST FIRE,,2020-07-13T00:00:00.000Z,2020-07-15T00:00:00.000Z,53,99053,Washington (County),,,,,
FM-5320-WA,5320,WA,FM,2020-07-12T00:00:00.000Z,2020,Fire,ROAD 11 FIRE,,2020-07-11T00:00:00.000Z,2020-07-15T00:00:00.000Z,17,99017,Douglas (County),,,,,
FM-5319-NV,5319,NV,FM,2020-07-07T00:00:00.000Z,2020,Fire,NUMBERS FIRE,,2020-07-06T00:00:00.000Z,2020-07-11T00:00:00.000Z,5,99005,Douglas (County),,,,,
FM-5318-UT,5318,UT,FM,2020-06-28T00:00:00.000Z,2020,Fire,KNOLLS FIRE,,2020-06-28T00:00:00.000Z,2020-06-30T00:00:00.000Z,49,99049,Utah (County),,,,,
FM-5317-UT,5317,UT,FM,2020-06-28T00:00:00.000Z,2020,Fire,CANAL FIRE,,2020-06-28T00:00:00.000Z,2020-07-05T00:00:00.000Z,27,99027,Millard (County),,,,,
FM-5316-NV,5316,NV,FM,2020-06-27T00:00:00.000Z,2020,Fire,POEVILLE ROAD FIRE,,2020-06-27T00:00:00.000Z,2020-07-04T00:00:00.000Z,31,99031,Washoe (County),,,,,
FM-5315-AZ,5315,AZ,FM,2020-06-27T00:00:00.000Z,2020,Fire,AVONDALE FIRE,,2020-06-27T00:00:00.000Z,,13,99013,Maricopa (County),,,,,
FM-5314-AZ,5314,AZ,FM,2020-06-23T00:00:00.000Z,2020,Fire,AQUILA FIRE,,2020-06-23T00:00:00.000Z,,13,99013,Maricopa (County),,,,,
FM-5313-AZ,5313,AZ,FM,2020-06-20T00:00:00.000Z,2020,Fire,BUSH FIRE,,2020-06-20T00:00:00.000Z,,7,99007,Gila (County),,,,,
FM-5313-AZ,5313,AZ,FM,2020-06-20T00:00:00.000Z,2020,Fire,BUSH FIRE,,2020-06-20T00:00:00.000Z,,13,99013,Maricopa (County),,,,,
FM-5312-AZ,5312,AZ,FM,2020-06-11T00:00:00.000Z,2020,Fire,BIG HORN FIRE,,2020-06-11T00:00:00.000Z,,19,99019,Pima (County),,,,,
FM-5311-AZ,5311,AZ,FM,2020-05-30T00:00:00.000Z,2020,Fire,OCOTILLO FIRE,,2020-05-30T00:00:00.000Z,,13,99013,Maricopa (County),,,,,
FM-5310-AZ,5310,AZ,FM,2020-05-18T00:00:00.000Z,2020,Fire,EAST DESERT FIRE,,2020-05-17T00:00:00.000Z,,13,99013,Maricopa (County),,,,,
FM-5309-FL,5309,FL,FM,2020-05-13T00:00:00.000Z,2020,Fire,36TH AVENUE FIRE,,2020-05-13T00:00:00.000Z,2020-06-02T00:00:00.000Z,21,99021,Collier (County),,,,,
FM-5308-FL,5308,FL,FM,2020-05-07T00:00:00.000Z,2020,Fire,MUSSETT BAYOU FIRE,,2020-05-06T00:00:00.000Z,2020-06-02T00:00:00.000Z,131,99131,Walton (County),,,,,
FM-5306-OK,5306,OK,FM,2020-03-07T00:00:00.000Z,2020,Fire,412 FIRE COMPLEX,,2020-03-07T00:00:00.000Z,2020-03-11T00:00:00.000Z,7,99007,Beaver (County),,,,,
FM-5292-UT,5292,UT,FM,2019-08-30T00:00:00.000Z,2019,Fire,GUN RANGE FIRE,,2019-08-30T00:00:00.000Z,2019-08-31T00:00:00.000Z,11,99011,Davis (County),,,,,
FM-5291-NV,5291,NV,FM,2019-08-24T00:00:00.000Z,2019,Fire,LONG VALLEY FIRE,,2019-08-24T00:00:00.000Z,,31,99031,Washoe (County),,,,,
FM-5290-AK,5290,AK,FM,2019-08-22T00:00:00.000Z,2019,Fire,DESHKA LANDING FIRE,,2019-08-17T00:00:00.000Z,2019-09-09T00:00:00.000Z,170,99170,Matanuska-Susitna (Borough),,,,,
FM-5289-NV,5289,NV,FM,2019-08-21T00:00:00.000Z,2019,Fire,CANYON FIRE,,2019-08-21T00:00:00.000Z,,5,99005,Douglas (County),,,,,
FM-5287-AK,5287,AK,FM,2019-08-20T00:00:00.000Z,2019,Fire,MCKINLEY FIRE,,2019-08-17T00:00:00.000Z,2019-09-13T00:00:00.000Z,170,99170,Matanuska-Susitna (Borough),,,,,
FM-5286-MT,5286,MT,FM,2019-07-28T00:00:00.000Z,2019,Fire,NORTH HILLS FIRE,,2019-07-26T00:00:00.000Z,2019-08-01T00:00:00.000Z,49,99049,Lewis and Clark (County),,,,,
FM-5285-OR,5285,OR,FM,2019-07-27T00:00:00.000Z,2019,Fire,MILE POST 97 FIRE,,2019-07-27T00:00:00.000Z,2019-08-05T00:00:00.000Z,19,99019,Douglas (County),,,,,
FM-5284-AZ,5284,AZ,FM,2019-07-22T00:00:00.000Z,2019,Fire,MUSEUM FIRE,,2019-07-22T00:00:00.000Z,,5,99005,Coconino (County),,,,,
FM-5283-NV,5283,NV,FM,2019-07-13T00:00:00.000Z,2019,Fire,JASPER FIRE,,2019-07-13T00:00:00.000Z,2019-07-16T00:00:00.000Z,31,99031,Washoe (County),,,,,
FM-5282-AK,5282,AK,FM,2019-06-28T00:00:00.000Z,2019,Fire,SHOVEL CREEK FIRE,,2019-06-21T00:00:00.000Z,2019-07-24T00:00:00.000Z,90,99090,Fairbanks North Star (Borough),,,,,
FM-5281-NM,5281,NM,FM,2019-03-08T00:00:00.000Z,2019,Fire,IRONWORKS FIRE,,2019-03-07T00:00:00.000Z,2019-03-13T00:00:00.000Z,61,99061,Valencia (County),,,,,
FM-5280-CA,5280,CA,FM,2018-11-09T00:00:00.000Z,2019,Fire,WOOLSEY FIRE,,2018-11-08T00:00:00.000Z,,37,99037,Los Angeles (County),,,,,
FM-5280-CA,5280,CA,FM,2018-11-09T00:00:00.000Z,2019,Fire,WOOLSEY FIRE,,2018-11-08T00:00:00.000Z,,111,99111,Ventura (County),,,,,
FM-5279-CA,5279,CA,FM,2018-11-08T00:00:00.000Z,2019,Fire,HILL FIRE,,2018-11-08T00:00:00.000Z,,111,99111,Ventura (County),,,,,
FM-5278-CA,5278,CA,FM,2018-11-08T00:00:00.000Z,2019,Fire,CAMP FIRE,,2018-11-08T00:00:00.000Z,,7,99007,Butte (County),,,,,
FM-5277-UT,5277,UT,FM,2018-09-21T00:00:00.000Z,2018,Fire,BALD MOUNTAIN FIRE,,2018-09-21T00:00:00.000Z,2018-09-24T00:00:00.000Z,49,99049,Utah (County),,,,,
DR-4744-VT,4744,VT,DR,2023-10-06T00:00:00.000Z,2024,Flood,SEVERE STORMS AND FLOODING,,2023-08-03T00:00:00.000Z,2023-08-05T00:00:00.000Z,1,99001,Addison (County),,,,,
FM-5274-OR,5274,OR,FM,2018-08-24T00:00:00.000Z,2018,Fire,RAMSEY CANYON FIRE,,2018-08-23T00:00:00.000Z,2018-08-30T00:00:00.000Z,29,99029,Jackson (County),,,,,
FM-5273-WA,5273,WA,FM,2018-08-13T00:00:00.000Z,2018,Fire,BOYD'S FIRE,,2018-08-11T00:00:00.000Z,2018-08-27T00:00:00.000Z,19,99019,Ferry (County),,,,,
FM-5272-SD,5272,SD,FM,2018-08-12T00:00:00.000Z,2018,Fire,VINEYARD FIRE,,2018-08-11T00:00:00.000Z,2018-08-14T00:00:00.000Z,47,99047,Fall River (County),,,,,
FM-5271-WA,5271,WA,FM,2018-08-12T00:00:00.000Z,2018,Fire,GRASS VALLEY FIRE,,2018-08-11T00:00:00.000Z,2018-08-15T00:00:00.000Z,17,99017,Douglas (County),,,,,
FM-5271-WA,5271,WA,FM,2018-08-12T00:00:00.000Z,2018,Fire,GRASS VALLEY FIRE,,2018-08-11T00:00:00.000Z,2018-08-15T00:00:00.000Z,25,99025,Grant (County),,,,,
FM-5270-WA,5270,WA,FM,2018-08-11T00:00:00.000Z,2018,Fire,COUGAR CREEK FIRE,,2018-08-10T00:00:00.000Z,2018-08-27T00:00:00.000Z,7,99007,Chelan (County),,,,,
FM-5269-WA,5269,WA,FM,2018-08-11T00:00:00.000Z,2018,Fire,HAWK FIRE,,2018-08-10T00:00:00.000Z,2018-08-17T00:00:00.000Z,0,79995,Yakama Reservation,,,,,
FM-5269-WA,5269,WA,FM,2018-08-11T00:00:00.000Z,2018,Fire,HAWK FIRE,,2018-08-10T00:00:00.000Z,2018-08-17T00:00:00.000Z,77,99077,Yakima (County),,,,,
FM-5268-CA,5268,CA,FM,2018-08-09T00:00:00.000Z,2018,Fire,HOLY FIRE,,2018-08-09T00:00:00.000Z,2018-08-18T00:00:00.000Z,65,99065,Riverside (County),,,,,
FM-5267-UT,5267,UT,FM,2018-08-06T00:00:00.000Z,2018,Fire,HILLTOP FIRE,,2018-08-06T00:00:00.000Z,2018-08-11T00:00:00.000Z,39,99039,Sanpete (County),,,,,
FM-5266-WA,5266,WA,FM,2018-08-04T00:00:00.000Z,2018,Fire,ANGEL SPRINGS FIRE,,2018-08-02T00:00:00.000Z,2018-08-10T00:00:00.000Z,43,99043,Lincoln (County),,,,,
FM-5265-OR,5265,OR,FM,2018-08-02T00:00:00.000Z,2018,Fire,SOUTH VALLEY FIRE,,2018-08-01T00:00:00.000Z,2018-08-12T00:00:00.000Z,65,99065,Wasco (County),,,,,
FM-5264-TX,5264,TX,FM,2018-07-29T00:00:00.000Z,2018,Fire,PARK ROAD FIRE,,2018-07-29T00:00:00.000Z,,53,99053,Burnet (County),,,,,
FM-5263-ID,5263,ID,FM,2018-07-29T00:00:00.000Z,2018,Fire,GRASSY RIDGE FIRE,,2018-07-28T00:00:00.000Z,2018-07-30T00:00:00.000Z,33,99033,Clark (County),,,,,
FM-5262-CA,5262,CA,FM,2018-07-28T00:00:00.000Z,2018,Fire,MENDOCINO FIRE COMPLEX,,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,0,34659,Hopland Rancheria (Indian Reservation),,,,,
FM-5262-CA,5262,CA,FM,2018-07-28T00:00:00.000Z,2018,Fire,MENDOCINO FIRE COMPLEX,,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,33,99033,Lake (County),,,,,
FM-5262-CA,5262,CA,FM,2018-07-28T00:00:00.000Z,2018,Fire,MENDOCINO FIRE COMPLEX,,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,45,99045,Mendocino (County),,,,,
FM-5261-WA,5261,WA,FM,2018-07-28T00:00:00.000Z,2018,Fire,CHELAN HILLS FIRE,,2018-07-27T00:00:00.000Z,2018-08-01T00:00:00.000Z,17,99017,Douglas (County),,,,,
FM-5260-CA,5260,CA,FM,2018-07-25T00:00:00.000Z,2018,Fire,CRANSTON FIRE,,2018-07-25T00:00:00.000Z,2018-08-01T00:00:00.000Z,65,99065,Riverside (County),,,,,
FM-5258-TX,5258,TX,FM,2018-07-23T00:00:00.000Z,2018,Fire,259 FIRE,,2018-07-23T00:00:00.000Z,,49,99049,Brown (County),,,,,
FM-5257-WA,5257,WA,FM,2018-07-20T00:00:00.000Z,2018,Fire,BUCKSHOT FIRE,,2018-07-19T00:00:00.000Z,2018-07-21T00:00:00.000Z,25,99025,Grant (County),,,,,
FM-5256-OR,5256,OR,FM,2018-07-19T00:00:00.000Z,2018,Fire,GARNER FIRE COMPLEX,,2018-07-18T00:00:00.000Z,2018-09-08T00:00:00.000Z,29,99029,Jackson (County),,,,,
FM-5256-OR,5256,OR,FM,2018-07-19T00:00:00.000Z,2018,Fire,GARNER FIRE COMPLEX,,2018-07-18T00:00:00.000Z,2018-09-08T00:00:00.000Z,33,99033,Josephine (County),,,,,
FM-5255-OR,5255,OR,FM,2018-07-18T00:00:00.000Z,2018,Fire,SUBSTATION FIRE,,2018-07-17T00:00:00.000Z,2018-07-22T00:00:00.000Z,55,99055,Sherman (County),,,,,
FM-5255-OR,5255,OR,FM,2018-07-18T00:00:00.000Z,2018,Fire,SUBSTATION FIRE,,2018-07-17T00:00:00.000Z,2018-07-22T00:00:00.000Z,65,99065,Wasco (County),,,,,
FM-5254-WA,5254,WA,FM,2018-07-17T00:00:00.000Z,2018,Fire,UPRIVER BEACON FIRE,,2018-07-17T00:00:00.000Z,2018-07-21T00:00:00.000Z,63,99063,Spokane (County),,,,,
FM-5253-WA,5253,WA,FM,2018-07-10T00:00:00.000Z,2018,Fire,RYEGRASS COULEE FIRE,,2018-07-09T00:00:00.000Z,2018-07-11T00:00:00.000Z,37,99037,Kittitas (County),,,,,
FM-5252-CA,5252,CA,FM,2018-07-07T00:00:00.000Z,2018,Fire,HOLIDAY FIRE,,2018-07-07T00:00:00.000Z,2018-07-10T00:00:00.000Z,83,99083,Santa Barbara (County),,,,,
FM-5251-CA,5251,CA,FM,2018-07-06T00:00:00.000Z,2018,Fire,WEST FIRE,,2018-07-06T00:00:00.000Z,2018-07-09T00:00:00.000Z,73,99073,San Diego (County),,,,,
FM-5250-CA,5250,CA,FM,2018-07-05T00:00:00.000Z,2018,Fire,KLAMATHON FIRE,,2018-07-05T00:00:00.000Z,2018-07-16T00:00:00.000Z,93,99093,Siskiyou (County),,,,,
FM-5249-CO,5249,CO,FM,2018-07-04T00:00:00.000Z,2018,Fire,LAKE CHRISTINE FIRE,,2018-07-04T00:00:00.000Z,2018-07-11T00:00:00.000Z,37,99037,Eagle (County),,,,,
FM-5248-UT,5248,UT,FM,2018-07-02T00:00:00.000Z,2018,Fire,DOLLAR RIDGE FIRE,,2018-07-02T00:00:00.000Z,2018-07-22T00:00:00.000Z,13,99013,Duchesne (County),,,,,
FM-5248-UT,5248,UT,FM,2018-07-02T00:00:00.000Z,2018,Fire,DOLLAR RIDGE FIRE,,2018-07-02T00:00:00.000Z,2018-07-22T00:00:00.000Z,51,99051,Wasatch (County),,,,,
FM-5246-CO,5246,CO,FM,2018-06-28T00:00:00.000Z,2018,Fire,SPRING CREEK FIRE,,2018-06-28T00:00:00.000Z,2018-07-12T00:00:00.000Z,23,99023,Costilla (County),,,,,
FM-5246-CO,5246,CO,FM,2018-06-28T00:00:00.000Z,2018,Fire,SPRING CREEK FIRE,,2018-06-28T00:00:00.000Z,2018-07-12T00:00:00.000Z,55,99055,Huerfano (County),,,,,
FM-5245-CA,5245,CA,FM,2018-06-25T00:00:00.000Z,2018,Fire,CREEK FIRE,,2018-06-24T00:00:00.000Z,2018-06-29T00:00:00.000Z,89,99089,Shasta (County),,,,,
FM-5244-CA,5244,CA,FM,2018-06-24T00:00:00.000Z,2018,Fire,PAWNEE FIRE,,2018-06-24T00:00:00.000Z,2018-07-06T00:00:00.000Z,33,99033,Lake (County),,,,,
FM-5243-OR,5243,OR,FM,2018-06-22T00:00:00.000Z,2018,Fire,GRAHAM FIRE,,2018-06-21T00:00:00.000Z,2018-06-25T00:00:00.000Z,31,99031,Jefferson (County),,,,,
FM-5242-NV,5242,NV,FM,2018-06-17T00:00:00.000Z,2018,Fire,UPPER COLONY FIRE,,2018-06-17T00:00:00.000Z,,19,99019,Lyon (County),,,,,
FM-5241-WY,5241,WY,FM,2018-06-11T00:00:00.000Z,2018,Fire,BADGER CREEK FIRE,,2018-06-11T00:00:00.000Z,,1,99001,Albany (County),,,,,
FM-5240-NM,5240,NM,FM,2018-06-08T00:00:00.000Z,2018,Fire,SOLDIER CANYON FIRE,,2018-06-07T00:00:00.000Z,2019-06-19T00:00:00.000Z,35,99035,Otero (County),,,,,
FM-5238-AZ,5238,AZ,FM,2018-05-11T00:00:00.000Z,2018,Fire,89 EAST FIRE,,2018-05-11T00:00:00.000Z,2018-05-13T00:00:00.000Z,25,99025,Yavapai (County),,,,,
FM-5237-TX,5237,TX,FM,2018-05-02T00:00:00.000Z,2018,Fire,MCDANNALD FIRE,,2018-05-02T00:00:00.000Z,2018-05-14T00:00:00.000Z,243,99243,Jeff Davis (County),,,,,
FM-5236-AZ,5236,AZ,FM,2018-04-29T00:00:00.000Z,2018,Fire,TINDER FIRE,,2018-04-27T00:00:00.000Z,,5,99005,Coconino (County),,,,,
FM-5235-TX,5235,TX,FM,2018-04-18T00:00:00.000Z,2018,Fire,MCCLELLAN FIRE,,2018-04-17T00:00:00.000Z,2018-04-22T00:00:00.000Z,179,99179,Gray (County),,,,,
FM-5234-TX,5234,TX,FM,2018-04-14T00:00:00.000Z,2018,Fire,335 FIRE,,2018-04-13T00:00:00.000Z,2018-04-15T00:00:00.000Z,253,99253,Jones (County),,,,,
FM-5233-TX,5233,TX,FM,2018-04-13T00:00:00.000Z,2018,Fire,HARBOR BAY FIRE,,2018-04-13T00:00:00.000Z,2018-04-20T00:00:00.000Z,233,99233,Hutchinson (County),,,,,
FM-5230-OK,5230,OK,FM,2018-03-16T00:00:00.000Z,2018,Fire,SHUMACH FIRE COMPLEX,,2018-03-16T00:00:00.000Z,2018-03-16T00:00:00.000Z,125,99125,Pottawatomie (County),,,,,
FM-5229-SD,5229,SD,FM,2017-12-13T00:00:00.000Z,2018,Fire,LEGION LAKE FIRE,,2017-12-12T00:00:00.000Z,2017-12-14T00:00:00.000Z,33,99033,Custer (County),,,,,
FM-5228-CA,5228,CA,FM,2017-12-07T00:00:00.000Z,2018,Fire,LILAC FIRE,,2017-12-07T00:00:00.000Z,2017-12-16T00:00:00.000Z,73,99073,San Diego (County),,,,,
FM-5227-CA,5227,CA,FM,2017-12-06T00:00:00.000Z,2018,Fire,SKIRBALL FIRE,,2017-12-06T00:00:00.000Z,2017-12-15T00:00:00.000Z,37,99037,Los Angeles (County),,,,,
FM-5226-CA,5226,CA,FM,2017-12-05T00:00:00.000Z,2018,Fire,RYE FIRE,,2017-12-05T00:00:00.000Z,2017-12-14T00:00:00.000Z,37,99037,Los Angeles (County),,,,,
FM-5225-CA,5225,CA,FM,2017-12-05T00:00:00.000Z,2018,Fire,CREEK FIRE,,2017-12-05T00:00:00.000Z,2017-12-14T00:00:00.000Z,37,99037,Los Angeles (County),,,,,
FM-5224-CA,5224,CA,FM,2017-12-05T00:00:00.000Z,2018,Fire,THOMAS FIRE,,2017-12-04T00:00:00.000Z,,83,99083,Santa Barbara (County),,,,,
FM-5224-CA,5224,CA,FM,2017-12-05T00:00:00.000Z,2018,Fire,THOMAS FIRE,,2017-12-04T00:00:00.000Z,,111,99111,Ventura (County),,,,,
FM-5223-CA,5223,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,CANYON 2 FIRE,,2017-10-09T00:00:00.000Z,2017-10-20T00:00:00.000Z,59,99059,Orange (County),,,,,
FM-5223-CA,5223,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,CANYON 2 FIRE,,2017-10-09T00:00:00.000Z,2017-10-20T00:00:00.000Z,65,99065,Riverside (County),,,,,
FM-5221-CA,5221,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,SULPHUR FIRE,,2017-10-09T00:00:00.000Z,,33,99033,Lake (County),,,,,
FM-5220-CA,5220,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,NUNS FIRE,,2017-10-08T00:00:00.000Z,,97,99097,Sonoma (County),,,,,
FM-5219-CA,5219,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,REDWOOD VALLEY FIRE,,2017-10-09T00:00:00.000Z,,45,99045,Mendocino (County),,,,,
FM-5218-CA,5218,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,LA PORTE FIRE,,2017-10-09T00:00:00.000Z,,7,99007,Butte (County),,,,,
FM-5217-CA,5217,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,LOBO FIRE,,2017-10-09T00:00:00.000Z,,57,99057,Nevada (County),,,,,
FM-5216-CA,5216,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,CASCADE FIRE,,2017-10-08T00:00:00.000Z,,7,99007,Butte (County),,,,,
FM-5216-CA,5216,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,CASCADE FIRE,,2017-10-08T00:00:00.000Z,,115,99115,Yuba (County),,,,,
FM-5214-CA,5214,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,ATLAS FIRE,,2017-10-09T00:00:00.000Z,,55,99055,Napa (County),,,,,
FM-5214-CA,5214,CA,FM,2017-10-09T00:00:00.000Z,2018,Fire,ATLAS FIRE,,2017-10-09T00:00:00.000Z,,95,99095,Solano (County),,,,,
FM-5213-CA,5213,CA,FM,2017-09-26T00:00:00.000Z,2017,Fire,CANYON FIRE,,2017-09-25T00:00:00.000Z,2017-10-02T00:00:00.000Z,59,99059,Orange (County),,,,,
FM-5213-CA,5213,CA,FM,2017-09-26T00:00:00.000Z,2017,Fire,CANYON FIRE,,2017-09-25T00:00:00.000Z,2017-10-02T00:00:00.000Z,65,99065,Riverside (County),,,,,
FM-5212-MT,5212,MT,FM,2017-09-12T00:00:00.000Z,2017,Fire,STRAWBERRY FIRE,,2017-09-11T00:00:00.000Z,2017-09-15T00:00:00.000Z,0,7225,Blackfeet Indian Reservation,,,,,
FM-5212-MT,5212,MT,FM,2017-09-12T00:00:00.000Z,2017,Fire,STRAWBERRY FIRE,,2017-09-11T00:00:00.000Z,2017-09-15T00:00:00.000Z,73,99073,Pondera (County),,,,,
FM-5212-MT,5212,MT,FM,2017-09-12T00:00:00.000Z,2017,Fire,STRAWBERRY FIRE,,2017-09-11T00:00:00.000Z,2017-09-15T00:00:00.000Z,99,99099,Teton (County),,,,,
FM-5211-MT,5211,MT,FM,2017-09-10T00:00:00.000Z,2017,Fire,MOOSE PEAK FIRE,,2017-09-09T00:00:00.000Z,2017-09-20T00:00:00.000Z,53,99053,Lincoln (County),,,,,
FM-5211-MT,5211,MT,FM,2017-09-10T00:00:00.000Z,2017,Fire,MOOSE PEAK FIRE,,2017-09-09T00:00:00.000Z,2017-09-20T00:00:00.000Z,89,99089,Sanders (County),,,,,
FM-5210-MT,5210,MT,FM,2017-09-10T00:00:00.000Z,2017,Fire,HIGHWAY 200 FIRE COMPLEX,,2017-09-09T00:00:00.000Z,2017-09-18T00:00:00.000Z,89,99089,Sanders (County),,,,,
FM-5209-MT,5209,MT,FM,2017-09-09T00:00:00.000Z,2017,Fire,WEST FORK FIRE,,2017-09-09T00:00:00.000Z,2017-09-21T00:00:00.000Z,53,99053,Lincoln (County),,,,,
FM-5208-MT,5208,MT,FM,2017-09-09T00:00:00.000Z,2017,Fire,ALICE CREEK FIRE,,2017-09-08T00:00:00.000Z,2017-09-16T00:00:00.000Z,49,99049,Lewis and Clark (County),,,,,
FM-5206-UT,5206,UT,FM,2017-09-05T00:00:00.000Z,2017,Fire,UINTAH FIRE,,2017-09-05T00:00:00.000Z,2017-09-08T00:00:00.000Z,11,99011,Davis (County),,,,,
FM-5206-UT,5206,UT,FM,2017-09-05T00:00:00.000Z,2017,Fire,UINTAH FIRE,,2017-09-05T00:00:00.000Z,2017-09-08T00:00:00.000Z,57,99057,Weber (County),,,,,
FM-5205-CA,5205,CA,FM,2017-09-05T00:00:00.000Z,2017,Fire,PIER FIRE,,2017-08-29T00:00:00.000Z,2017-09-19T00:00:00.000Z,107,99107,Tulare (County),,,,,
FM-5204-CA,5204,CA,FM,2017-09-04T00:00:00.000Z,2017,Fire,MISSION FIRE,,2017-09-04T00:00:00.000Z,2017-09-15T00:00:00.000Z,39,99039,Madera (County),,,,,
FM-5202-CA,5202,CA,FM,2017-09-02T00:00:00.000Z,2017,Fire,RAILROAD FIRE,,2017-08-29T00:00:00.000Z,2017-09-15T00:00:00.000Z,39,99039,Madera (County),,,,,
FM-5202-CA,5202,CA,FM,2017-09-02T00:00:00.000Z,2017,Fire,RAILROAD FIRE,,2017-08-29T00:00:00.000Z,2017-09-15T00:00:00.000Z,43,99043,Mariposa (County),,,,,
FM-5201-CA,5201,CA,FM,2017-09-02T00:00:00.000Z,2017,Fire,LA TUNA FIRE,,2017-09-01T00:00:00.000Z,2017-09-10T00:00:00.000Z,37,99037,Los Angeles (County),,,,,
FM-5200-WA,5200,WA,FM,2017-09-02T00:00:00.000Z,2017,Fire,JOLLY MOUNTAIN FIRE,,2017-09-02T00:00:00.000Z,2017-09-22T00:00:00.000Z,37,99037,Kittitas (County),,,,,
