event_case,market,sequence_id,event_id,event_title,event_type,pos95_start,pos95_end,peak_date,event_end,overlap_start,overlap_end,overlap_days,sales_duration,overlap_sum_residual,overlap_sum_sales,event_duration,max_outlier,start_lag,peak_lag,bill,ratio_pop,max_customer,mean_customer,min_customer,mean_duration,tot_pop,impact_pop,totalDamage,totalDamage_gdp,totalApprovedIhpAmount,totalApprovedIhpAmount_gdp,start_date,end_date,sum_residual,sum_sales,event_start,event_group
fema_only,Los Angeles SMM xAOC,NA,FM-5296-CA,TICK FIRE,Fire,NA,NA,NA,2019-10-29,NA,NA,NA,NA,0,0,6,NA,NA,NA,0,0.535713045,29765,1784.60019,1,111.75,18688367,10011602,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-24,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5297-CA,GETTY FIRE,Fire,NA,NA,NA,2019-11-02,NA,NA,NA,NA,0,0,6,NA,NA,NA,0,0.535713045,29765,2376.309028,2,140.25,18688367,10011602,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-28,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5298-CA,EASY FIRE,Fire,NA,NA,NA,2019-11-02,NA,NA,NA,NA,0,0,4,NA,NA,NA,0,0.045172647,17178,2815.055593,3,82.25,18688367,844203,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-30,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5299-CA,HILL FIRE,Fire,NA,NA,NA,2019-11-01,NA,NA,NA,NA,0,0,3,NA,NA,NA,0,0.131930682,10744,647.9875992,1,42.5,18688367,2465569,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-30,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5300-CA,46 FIRE,Fire,NA,NA,NA,2019-11-02,NA,NA,NA,NA,0,0,3,NA,NA,NA,0,0.131930682,10744,854.3402778,27,57,18688367,2465569,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-31,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5301-CA,HILLSIDE FIRE,Fire,NA,NA,NA,2019-11-02,NA,NA,NA,NA,0,0,3,NA,NA,NA,0,0.116504508,5656,637.3541667,1,41.25,18688367,2177279,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-31,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5302-CA,MARIA FIRE,Fire,NA,NA,NA,2019-11-05,NA,NA,NA,NA,0,0,5,NA,NA,NA,0,0.045172647,2658,347.8875,4,95.75,18688367,844203,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-01,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5325-CA,APPLE FIRE,Fire,NA,NA,NA,2020-08-11,NA,NA,NA,NA,0,0,10,NA,NA,NA,0,0.24843519,7236,689.5972823,4,128.875,18688367,4642848,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-02,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5350-CA,EL DORADO FIRE,Fire,NA,NA,NA,2020-09-24,NA,NA,NA,NA,0,0,20,NA,NA,NA,0,0.116504508,32929,1259.583122,1,422.75,18688367,2177279,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-05,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5383-CA,BOND FIRE,Fire,NA,NA,NA,2020-12-10,NA,NA,NA,NA,0,0,8,NA,NA,NA,0,0.169669774,0,0,0,0,18688367,3170851,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-03,Fire
fema_only,Los Angeles SMM xAOC,NA,FM-5439-CA,COASTAL FIRE,Fire,NA,NA,NA,2022-05-16,NA,NA,NA,NA,0,0,6,NA,NA,NA,0,0.169669774,3618,504.0594468,1,100.75,18688367,3170851,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-11,Fire
fema_only,Los Angeles SMM xAOC,NA,DR-4683-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Flood,NA,NA,NA,2023-01-31,NA,NA,NA,NA,0,0,36,NA,NA,NA,0.005828045,0.581848484,48776,2750.77046929,1,343.5833333333333,18688367,10873798,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27,Flood
fema_only,Los Angeles SMM xAOC,NA,EM-3591-CA,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",Flood,NA,NA,NA,2023-01-31,NA,NA,NA,NA,0,0,24,NA,NA,NA,0,0.998990656,93031,3783.5169142,1,309.7,18688367,18669504,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-08,Flood
fema_only,Los Angeles SMM xAOC,NA,DR-4699-CA,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",Severe Storm,NA,NA,NA,2023-07-10,NA,NA,NA,NA,0,0,140,NA,NA,NA,0.002544185,0.698352991,80663,2994.27136927,0,1492.125,18688367,13051077,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-21,Severe Storms
fema_only,Los Angeles SMM xAOC,NA,EM-3592-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Flood,NA,NA,NA,2023-07-10,NA,NA,NA,NA,0,0,124,NA,NA,NA,0,0.822850118,88162,2312.14110865,0,1449.375,18688367,15377725,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-09,Flood
fema_only,Louisville SMM xAOC,NA,DR-4428-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",Severe Storm,NA,NA,NA,2019-03-10,NA,NA,NA,NA,0,0,33,NA,NA,NA,0.001489075,0.043599415,1528,74.661314913,3,1.35,1778189,77528,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-06,Severe Storms
fema_only,Louisville SMM xAOC,NA,DR-4592-KY,"SEVERE WINTER STORMS, LANDSLIDES, AND MUDSLIDES",Severe Ice Storm,NA,NA,NA,2021-02-19,NA,NA,NA,NA,0,0,12,NA,NA,NA,0,0.0512842,3637,126.5658719,2,8.833333333333334,1778189,91193,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-08,Winter Storms
fema_only,Louisville SMM xAOC,NA,DR-4595-KY,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Flood,NA,NA,NA,2021-03-14,NA,NA,NA,NA,0,0,16,NA,NA,NA,0,0.01081831,0,0,0,0,1778189,19237,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-27,Flood
fema_only,Louisville SMM xAOC,NA,EM-3575-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",Tornado,NA,NA,NA,2021-12-11,NA,NA,NA,NA,0,0,2,NA,NA,NA,3.08e-4,0.27908056999999997,9373,2175.76941352,10,14.208333333333334,1778189,496258,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-10,Others
fema_only,Louisville SMM xAOC,NA,DR-4643-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES",Severe Storm,NA,NA,NA,2022-01-02,NA,NA,NA,NA,0,0,3,NA,NA,NA,0,0.020629978,0,0,0,0,1778189,36684,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-31,Severe Storms
fema_only,Louisville SMM xAOC,NA,DR-4702-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",Severe Storm,NA,NA,NA,2023-03-04,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.001980492,0.718199809,183785,87201.3529495,213,28.073529411764707,1778189,1277095,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-03,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4427-TN,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Flood,NA,NA,NA,2019-03-30,NA,NA,NA,NA,0,0,40,NA,NA,NA,0.001703205,0.083024105,7512,227.2454925747042,3,7.5625,1807993,150107,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-19,Flood
fema_only,Memphis SMM xAOC,NA,DR-4429-MS,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Severe Storm,NA,NA,NA,2019-08-23,NA,NA,NA,NA,0,0,183,NA,NA,NA,0.001491028,0.08533606,6498,93.92825865,4,38.8,1807993,154287,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-22,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4470-MS,"SEVERE STORM, STRAIGHT-LINE WINDS, AND FLOODING",Severe Storm,NA,NA,NA,2019-10-26,NA,NA,NA,NA,0,0,1,NA,NA,NA,0.005835563,0.032668268,5063,1407.085106,1,4.25,1807993,59064,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-26,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4471-TN,SEVERE STORM AND STRAIGHT-LINE WINDS,Severe Storm,NA,NA,NA,2019-10-26,NA,NA,NA,NA,0,0,1,NA,NA,NA,5.12e-4,0.014193639,0,0,0,0,1807993,25662,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-26,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4478-MS,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Severe Storm,NA,NA,NA,2020-01-11,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.003394515,0.125163648,18078,4476.308437,3,13.75,1807993,226295,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-10,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4536-MS,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Severe Storm,NA,NA,NA,2020-04-12,NA,NA,NA,NA,0,0,1,NA,NA,NA,8.53e-4,0.085813385,8199,916.8878391,105,2.625,1807993,155150,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-12,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4556-AR,SEVERE STORMS AND STRAIGHT-LINE WINDS,Tornado,NA,NA,NA,2020-04-12,NA,NA,NA,NA,0,0,1,NA,NA,NA,1.5e-4,0.009828025,285,15.35714286,1,0.25,1807993,17769,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-12,Others
fema_only,Memphis SMM xAOC,NA,DR-4550-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",Severe Storm,NA,NA,NA,2020-05-04,NA,NA,NA,NA,0,0,2,NA,NA,NA,2.64e-5,0.020532159,730,69.50280449,2,1.5,1807993,37122,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-03,Severe Storms
fema_only,Memphis SMM xAOC,NA,EM-3541-AR,HURRICANE LAURA,Hurricane,NA,NA,NA,2020-08-28,NA,NA,NA,NA,0,0,3,NA,NA,NA,0,0.099619302,3040,484.25975908,8,17.178571428571427,1807993,180111,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-26,Tropical Storms
fema_only,Memphis SMM xAOC,NA,DR-4594-TN,SEVERE WINTER STORMS,Severe Ice Storm,NA,NA,NA,2021-02-19,NA,NA,NA,NA,0,0,9,NA,NA,NA,0.00598048099999999,0.552058,12564,928.4867526,1,115.75,1807993,998117,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-11,Winter Storms
fema_only,Memphis SMM xAOC,NA,DR-4601-TN,"SEVERE STORMS, TORNADOES, AND FLOODING",Tornado,NA,NA,NA,2021-04-03,NA,NA,NA,NA,0,0,10,NA,NA,NA,0.001031914,0.028048228,0,0,0,0,1807993,50711,236985.2,0.39636276817309257,303121.83,0.5069776831316621,NA,NA,NA,NA,2021-03-25,Others
fema_only,Memphis SMM xAOC,NA,DR-4633-AR,SEVERE STORMS AND TORNADOES,Tornado,NA,NA,NA,2021-12-11,NA,NA,NA,NA,0,0,2,NA,NA,NA,0,0.035519496,7922,2669.556647,14,21.625,1807993,64219,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-10,Others
fema_only,Memphis SMM xAOC,NA,EM-3576-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",Tornado,NA,NA,NA,2021-12-11,NA,NA,NA,NA,0,0,2,NA,NA,NA,0,0.041064318,1680,389.1038961,1,17.75,1807993,74244,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-10,Others
fema_only,Memphis SMM xAOC,NA,DR-4645-TN,SEVERE WINTER STORM,Severe Storm,NA,NA,NA,2022-02-04,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.033539364,0.606678234,157080,96666.1489843,26,27.333333333333332,1807993,1096870,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-03,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4712-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",Severe Storm,NA,NA,NA,2023-03-03,NA,NA,NA,NA,0,0,3,NA,NA,NA,1.11e-4,0.065683883,9911,1745.2998002,2,5.875,1807993,118756,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-01,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4697-MS,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",Severe Storm,NA,NA,NA,2023-03-25,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.00104818,0.018861799,2749,515.1458333,0,22.25,1807993,34102,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-24,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4698-AR,SEVERE STORMS AND TORNADOES,Severe Storm,NA,NA,NA,2023-03-31,NA,NA,NA,NA,0,0,1,NA,NA,NA,0.012333964,0.009033774,6752,2407.190476,17,2,1807993,16333,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-31,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4701-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",Severe Storm,NA,NA,NA,2023-04-01,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.040175644,0.07172041,19184,4330.1788193,53,11.8125,1807993,129670,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-31,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4729-TN,SEVERE STORMS AND STRAIGHT-LINE WINDS,Severe Storm,NA,NA,NA,2023-06-26,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.015146977,0.575128886,147592,54976.265806,3,25.333333333333332,1807993,1039829,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-25,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4748-AR,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",Severe Storm,NA,NA,NA,2023-06-26,NA,NA,NA,NA,0,0,2,NA,NA,NA,3.24e-4,0.012998944,5070,2241.661458,0,25,1807993,23502,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-25,Severe Storms
fema_only,Memphis SMM xAOC,NA,DR-4735-TN,SEVERE STORMS AND STRAIGHT-LINE WINDS,Severe Storm,NA,NA,NA,2023-07-21,NA,NA,NA,NA,0,0,4,NA,NA,NA,0.00157497,0.575128886,151436,39026.9019487,37,40.75,1807993,1039829,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-18,Severe Storms
fema_only,Miami/West Palm Beach SMM xAOC,NA,EM-3561-FL,TROPICAL STORM ELSA,Severe Storm,NA,NA,NA,2021-07-08,NA,NA,NA,NA,0,0,5,NA,NA,NA,0,0.401952889,6781,666.581812,33,59,6929939,2785509,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-04,Severe Storms
fema_only,Miami/West Palm Beach SMM xAOC,NA,DR-4709-FL,"SEVERE STORMS, TORNADOES, AND FLOODING",Flood,NA,NA,NA,2023-04-14,NA,NA,NA,NA,0,0,3,NA,NA,NA,0.002613648,0.282177808,10140,1547.069444,0,62,6929939,1955475,25464563.14,0.21913067292544097,24653422.01,0.2121505452602937,NA,NA,NA,NA,2023-04-12,Flood
fema_only,Milwaukee SMM xAOC,NA,DR-4477-WI,SEVERE WINTER STORM AND FLOODING,Flood,NA,NA,NA,2020-01-12,NA,NA,NA,NA,0,0,3,NA,NA,NA,0.00457692,0.562300964,6970,527.00269971,3,12,2335004,1312975,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-10,Flood
fema_only,Minneapolis/St. Paul SMM xAOC,NA,DR-4442-MN,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",Flood,NA,NA,NA,2019-04-28,NA,NA,NA,NA,0,0,48,NA,NA,NA,0.029150325,0.278475993,26665,895.8804897196512,14,14.46,4846565,1349652,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-12,Flood
fema_only,Minneapolis/St. Paul SMM xAOC,NA,DR-4459-WI,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Flood,NA,NA,NA,2019-07-20,NA,NA,NA,NA,0,0,3,NA,NA,NA,0.004378581,0.018349284,14130,4826.497916,2,25.125,4846565,88931,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-18,Flood
fema_only,Minneapolis/St. Paul SMM xAOC,NA,DR-4659-MN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",Flood,NA,NA,NA,2022-06-15,NA,NA,NA,NA,0,0,55,NA,NA,NA,7.25e-4,0.009739888,6734,71.02208482,0,27.75,4846565,47205,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,Flood
fema_only,Minneapolis/St. Paul SMM xAOC,NA,DR-4658-MN,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Severe Storm,NA,NA,NA,2022-05-13,NA,NA,NA,NA,0,0,6,NA,NA,NA,0.007133753,0.097607068,38071,7245.56741803,1179,19.85,4846565,473059,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08,Severe Storms
fema_only,Minneapolis/St. Paul SMM xAOC,NA,DR-4666-MN,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Severe Storm,NA,NA,NA,2022-05-30,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.003265464,0.080226098,31378,4209.13738079,356,4.15,4846565,388821,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-29,Severe Storms
fema_only,Minneapolis/St. Paul SMM xAOC,NA,DR-4722-MN,SEVERE STORMS AND FLOODING,Flood,NA,NA,NA,2023-04-30,NA,NA,NA,NA,0,0,20,NA,NA,NA,0.004246946,0.042047306,3677,233.56186473,1,2.642857142857143,4846565,203785,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-11,Flood
fema_only,Mobile/Pensacola SMM xAOC,NA,DR-4551-MS,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Severe Storm,NA,NA,NA,2020-04-23,NA,NA,NA,NA,0,0,2,NA,NA,NA,1.74e-4,0.016293204,5057,736.2033333,1,12.25,1499705,24435,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-22,Severe Storms
fema_only,Mobile/Pensacola SMM xAOC,NA,FM-5307-FL,5 MILE SWAMP FIRE,Fire,NA,NA,NA,2020-06-05,NA,NA,NA,NA,0,0,31,NA,NA,NA,0,0.123082206,3286,37.90619861,1,46.25,1499705,184587,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-06,Fire
fema_only,Mobile/Pensacola SMM xAOC,NA,EM-3539-MS,HURRICANE MARCO AND TROPICAL STORM LAURA,Hurricane,NA,NA,NA,2020-08-29,NA,NA,NA,NA,0,0,7,NA,NA,NA,0,0.025340984,692,30.10961736,2,0.25,1499705,38004,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-23,Tropical Storms
fema_only,Mobile/Pensacola SMM xAOC,NA,EM-3544-MS,HURRICANE SALLY,Hurricane,NA,NA,NA,2020-09-17,NA,NA,NA,NA,0,0,4,NA,NA,NA,0,0.025340984,2528,175.79091473,2,9.375,1499705,38004,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-14,Tropical Storms
fema_only,Mobile/Pensacola SMM xAOC,NA,EM-3545-AL,HURRICANE SALLY,Hurricane,NA,NA,NA,2020-09-16,NA,NA,NA,NA,0,0,3,NA,NA,NA,0.188282208,0.984439607,288508,60180.100100079995,22,24.857142857142858,1499705,1476369,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-14,Tropical Storms
fema_only,Mobile/Pensacola SMM xAOC,NA,EM-3550-MS,HURRICANE ZETA,Hurricane,NA,NA,NA,2020-10-29,NA,NA,NA,NA,0,0,3,NA,NA,NA,0,0.025340984,21140,7056.182179,9,23.75,1499705,38004,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-27,Tropical Storms
fema_only,Mobile/Pensacola SMM xAOC,NA,DR-4573-AL,HURRICANE ZETA,Hurricane,NA,NA,NA,2020-10-29,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.041144191,0.341493161,128470,55333.0443095,337,22.0625,1499705,512139,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-28,Tropical Storms
fema_only,Mobile/Pensacola SMM xAOC,NA,DR-4684-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",Severe Storm,NA,NA,NA,2023-01-12,NA,NA,NA,NA,0,0,1,NA,NA,NA,5.29e-5,0.283769808,979,165.7666667,4,2.625,1499705,425571,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-12,Severe Storms
fema_only,Mobile/Pensacola SMM xAOC,NA,DR-4727-MS,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",Severe Storm,NA,NA,NA,2023-06-19,NA,NA,NA,NA,0,0,6,NA,NA,NA,0,0.009047779,1514,96.72163368,0,19.5,1499705,13569,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-14,Severe Storms
fema_only,Nashville SMM xAOC,NA,DR-4428-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",Severe Storm,NA,NA,NA,2019-03-10,NA,NA,NA,NA,0,0,33,NA,NA,NA,9.46e-4,0.007135537,4553,179.04482473,2,14.625,2983938,21292,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-06,Severe Storms
fema_only,Nashville SMM xAOC,NA,DR-4427-TN,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Flood,NA,NA,NA,2019-03-30,NA,NA,NA,NA,0,0,40,NA,NA,NA,0.003025397,0.206874607,8736,809.309371661,8,2.032608695652174,2983938,617301,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-19,Flood
fema_only,Nashville SMM xAOC,NA,DR-4471-TN,SEVERE STORM AND STRAIGHT-LINE WINDS,Severe Storm,NA,NA,NA,2019-10-26,NA,NA,NA,NA,0,0,1,NA,NA,NA,0.005336341,0.096900137,36834,3500.728814,1,0.6071428571428571,2983938,289144,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-26,Severe Storms
fema_only,Nashville SMM xAOC,NA,DR-4540-KY,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Severe Storm,NA,NA,NA,2020-02-29,NA,NA,NA,NA,0,0,27,NA,NA,NA,2.24e-5,0.00357045,524,81.14285714,1,0.75,2983938,10654,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-03,Severe Storms
fema_only,Nashville SMM xAOC,NA,DR-4476-TN,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Tornado,NA,NA,NA,2020-03-03,NA,NA,NA,NA,0,0,1,NA,NA,NA,0.048315469,0.319637003,85638,49294.2321672,3,8.5,2983938,953777,1704114.69,4.4185681198689295,562280.76,1.457927600255399,NA,NA,NA,NA,2020-03-03,Others
fema_only,Nashville SMM xAOC,NA,DR-4550-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",Severe Storm,NA,NA,NA,2020-05-04,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.003397177,0.341909584,161932,65635.911911,6,7.895833333333333,2983938,1020237,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-03,Severe Storms
fema_only,Nashville SMM xAOC,NA,EM-3552-TN,EXPLOSION,Other,NA,NA,NA,2020-12-25,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0.232243096,1142,58.30952381,1,1.25,2983938,692999,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-25,Others
fema_only,Nashville SMM xAOC,NA,DR-4592-KY,"SEVERE WINTER STORMS, LANDSLIDES, AND MUDSLIDES",Severe Ice Storm,NA,NA,NA,2021-02-19,NA,NA,NA,NA,0,0,12,NA,NA,NA,0,0.003418302,5992,926.3483553,1,90,2983938,10200,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-08,Winter Storms
fema_only,Nashville SMM xAOC,NA,DR-4594-TN,SEVERE WINTER STORMS,Severe Ice Storm,NA,NA,NA,2021-02-19,NA,NA,NA,NA,0,0,9,NA,NA,NA,0.002214962,0.096208768,42583,3108.38856725,5,33.425,2983938,287081,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-11,Winter Storms
fema_only,Nashville SMM xAOC,NA,DR-4595-KY,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Flood,NA,NA,NA,2021-03-14,NA,NA,NA,NA,0,0,16,NA,NA,NA,0.002219104,0.002220556,368,198.8,6,0.25,2983938,6626,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-27,Flood
fema_only,Nashville SMM xAOC,NA,DR-4601-TN,"SEVERE STORMS, TORNADOES, AND FLOODING",Tornado,NA,NA,NA,2021-04-03,NA,NA,NA,NA,0,0,10,NA,NA,NA,0.011922894,0.452400486,26031,1489.47192535,6,18.392857142857142,2983938,1349935,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-25,Others
fema_only,Nashville SMM xAOC,NA,DR-4609-TN,SEVERE STORM AND FLOODING,Flood,NA,NA,NA,2021-08-21,NA,NA,NA,NA,0,0,1,NA,NA,NA,0.035804736,0.035460857,0,0,0,0,2983938,105813,165258.68000000002,1.0928289060381826,180418.09,1.193075631030082,NA,NA,NA,NA,2021-08-21,Flood
fema_only,Nashville SMM xAOC,NA,DR-4630-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",Tornado,NA,NA,NA,2021-12-11,NA,NA,NA,NA,0,0,2,NA,NA,NA,4.7e-4,0.037201175,13561,5643.4982647,1967,17.416666666666668,2983938,111006,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-10,Others
fema_only,Nashville SMM xAOC,NA,EM-3576-TN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",Tornado,NA,NA,NA,2021-12-11,NA,NA,NA,NA,0,0,2,NA,NA,NA,0.003866214,0.436099544,3126,1019.3392857,2,5.8125,2983938,1301294,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-10,Others
fema_only,Nashville SMM xAOC,NA,DR-4643-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES",Severe Storm,NA,NA,NA,2022-01-02,NA,NA,NA,NA,0,0,3,NA,NA,NA,2.44e-4,0.023987429,457,5.830188679,0,0.25,2983938,71577,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-31,Severe Storms
fema_only,Nashville SMM xAOC,NA,DR-4663-KY,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",Flood,NA,NA,NA,2022-08-11,NA,NA,NA,NA,0,0,17,NA,NA,NA,6.64e-4,0.002220556,0,0,0,0,2983938,6626,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-26,Flood
fema_only,Nashville SMM xAOC,NA,DR-4691-TN,SEVERE WINTER STORM,Winter Storm,NA,NA,NA,2022-12-27,NA,NA,NA,NA,0,0,6,NA,NA,NA,0.001760694,0.313194175,126852,7094.961910101,2,22.35,2983938,934552,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-22,Winter Storms
